0.000000 0.000000
0.006669 0.000000
0.013338 0.000000
0.020007 0.000001
0.026676 0.000001
0.033344 0.000001
0.040013 0.000002
0.046682 0.000003
0.053351 0.000004
0.060020 0.000005
0.066689 0.000006
0.073358 0.000007
0.080027 0.000008
0.086696 0.000009
0.093364 0.000010
0.100033 0.000012
0.106702 0.000013
0.113371 0.000014
0.120040 0.000015
0.126709 0.000017
0.133378 0.000018
0.140047 0.000019
0.146716 0.000021
0.153384 0.000022
0.160053 0.000023
0.166722 0.000024
0.173391 0.000025
0.180060 0.000026
0.186729 0.000027
0.193398 0.000028
0.200067 0.000029
0.206736 0.000030
0.213404 0.000031
0.220073 0.000031
0.226742 0.000032
0.233411 0.000033
0.240080 0.000033
0.246749 0.000034
0.253418 0.000034
0.260087 0.000034
0.266756 0.000035
0.273424 0.000035
0.280093 0.000036
0.286762 0.000036
0.293431 0.000036
0.300100 0.000037
0.306769 0.000037
0.313438 0.000038
0.320107 0.000038
0.326776 0.000039
0.333444 0.000039
0.340113 0.000040
0.346782 0.000041
0.353451 0.000041
0.360120 0.000042
0.366789 0.000043
0.373458 0.000044
0.380127 0.000045
0.386796 0.000046
0.393464 0.000047
0.400133 0.000048
0.406802 0.000049
0.413471 0.000050
0.420140 0.000051
0.426809 0.000052
0.433478 0.000053
0.440147 0.000054
0.446816 0.000055
0.453484 0.000056
0.460153 0.000057
0.466822 0.000058
0.473491 0.000058
0.480160 0.000059
0.486829 0.000060
0.493498 0.000060
0.500167 0.000061
0.506836 0.000061
0.513505 0.000061
0.520173 0.000061
0.526842 0.000061
0.533511 0.000061
0.540180 0.000060
0.546849 0.000060
0.553518 0.000059
0.560187 0.000058
0.566856 0.000057
0.573525 0.000056
0.580193 0.000055
0.586862 0.000054
0.593531 0.000052
0.600200 0.000051
0.606869 0.000049
0.613538 0.000048
0.620207 0.000046
0.626876 0.000044
0.633545 0.000043
0.640213 0.000041
0.646882 0.000039
0.653551 0.000037
0.660220 0.000036
0.666889 0.000034
0.673558 0.000033
0.680227 0.000031
0.686896 0.000030
0.693565 0.000029
0.700233 0.000028
0.706902 0.000027
0.713571 0.000026
0.720240 0.000026
0.726909 0.000025
0.733578 0.000025
0.740247 0.000025
0.746916 0.000025
0.753585 0.000026
0.760253 0.000026
0.766922 0.000027
0.773591 0.000028
0.780260 0.000029
0.786929 0.000030
0.793598 0.000031
0.800267 0.000033
0.806936 0.000034
0.813605 0.000036
0.820273 0.000037
0.826942 0.000039
