DIP    1      1   -0.469998E+00   -0.275878E+00    0.500177E-04
DIP    1      2   -0.469998E+00   -0.275878E+00    0.363014E-02
DIP    1      3   -0.469998E+00   -0.275877E+00    0.705135E-02
DIP    1      4   -0.469998E+00   -0.275877E+00    0.102154E-01
DIP    1      5   -0.469998E+00   -0.275878E+00    0.131209E-01
DIP    1      6   -0.469997E+00   -0.275878E+00    0.158193E-01
DIP    1      7   -0.469996E+00   -0.275878E+00    0.183411E-01
DIP    1      8   -0.469995E+00   -0.275879E+00    0.206511E-01
DIP    1      9   -0.469994E+00   -0.275879E+00    0.226646E-01
DIP    1     10   -0.469993E+00   -0.275879E+00    0.243075E-01
DIP    1     11   -0.469992E+00   -0.275879E+00    0.255701E-01
DIP    1     12   -0.469991E+00   -0.275879E+00    0.265120E-01
DIP    1     13   -0.469990E+00   -0.275879E+00    0.272147E-01
DIP    1     14   -0.469989E+00   -0.275879E+00    0.277216E-01
DIP    1     15   -0.469989E+00   -0.275879E+00    0.280130E-01
DIP    1     16   -0.469988E+00   -0.275879E+00    0.280349E-01
DIP    1     17   -0.469988E+00   -0.275878E+00    0.277558E-01
DIP    1     18   -0.469988E+00   -0.275878E+00    0.272051E-01
DIP    1     19   -0.469987E+00   -0.275878E+00    0.264632E-01
DIP    1     20   -0.469987E+00   -0.275877E+00    0.256120E-01
DIP    1     21   -0.469986E+00   -0.275877E+00    0.246871E-01
DIP    1     22   -0.469986E+00   -0.275877E+00    0.236687E-01
DIP    1     23   -0.469985E+00   -0.275877E+00    0.225163E-01
DIP    1     24   -0.469985E+00   -0.275877E+00    0.212189E-01
DIP    1     25   -0.469985E+00   -0.275877E+00    0.198186E-01
DIP    1     26   -0.469984E+00   -0.275878E+00    0.183910E-01
DIP    1     27   -0.469983E+00   -0.275878E+00    0.169992E-01
DIP    1     28   -0.469982E+00   -0.275879E+00    0.156589E-01
DIP    1     29   -0.469982E+00   -0.275880E+00    0.143408E-01
DIP    1     30   -0.469981E+00   -0.275880E+00    0.130070E-01
DIP    1     31   -0.469981E+00   -0.275880E+00    0.116509E-01
DIP    1     32   -0.469980E+00   -0.275881E+00    0.103094E-01
DIP    1     33   -0.469980E+00   -0.275881E+00    0.903990E-02
DIP    1     34   -0.469980E+00   -0.275881E+00    0.788250E-02
DIP    1     35   -0.469980E+00   -0.275881E+00    0.683688E-02
DIP    1     36   -0.469980E+00   -0.275881E+00    0.587108E-02
DIP    1     37   -0.469981E+00   -0.275881E+00    0.495225E-02
DIP    1     38   -0.469981E+00   -0.275881E+00    0.407409E-02
DIP    1     39   -0.469981E+00   -0.275881E+00    0.326028E-02
DIP    1     40   -0.469982E+00   -0.275881E+00    0.254380E-02
DIP    1     41   -0.469982E+00   -0.275881E+00    0.194052E-02
DIP    1     42   -0.469983E+00   -0.275881E+00    0.143809E-02
DIP    1     43   -0.469983E+00   -0.275881E+00    0.100697E-02
DIP    1     44   -0.469984E+00   -0.275881E+00    0.622792E-03
DIP    1     45   -0.469984E+00   -0.275881E+00    0.281589E-03
DIP    1     46   -0.469983E+00   -0.275881E+00   -0.282919E-05
DIP    1     47   -0.469983E+00   -0.275882E+00   -0.214961E-03
DIP    1     48   -0.469983E+00   -0.275882E+00   -0.353068E-03
DIP    1     49   -0.469982E+00   -0.275882E+00   -0.432250E-03
DIP    1     50   -0.469982E+00   -0.275882E+00   -0.474540E-03
DIP    1     51   -0.469982E+00   -0.275882E+00   -0.495495E-03
