DIP    1      1   -0.790493E+00   -0.136917E+01   -0.180963E-03
DIP    1      2   -0.790493E+00   -0.136917E+01   -0.180967E-03
DIP    1      3   -0.790493E+00   -0.136917E+01   -0.180972E-03
DIP    1      4   -0.790493E+00   -0.136917E+01   -0.180977E-03
DIP    1      5   -0.790493E+00   -0.136917E+01   -0.180981E-03
DIP    1      6   -0.790493E+00   -0.136917E+01   -0.180981E-03
DIP    1      7   -0.790493E+00   -0.136917E+01   -0.180978E-03
DIP    1      8   -0.790493E+00   -0.136917E+01   -0.180975E-03
DIP    1      9   -0.790493E+00   -0.136917E+01   -0.180973E-03
DIP    1     10   -0.790493E+00   -0.136917E+01   -0.180971E-03
DIP    1     11   -0.790493E+00   -0.136917E+01   -0.180970E-03
DIP    1     12   -0.790493E+00   -0.136917E+01   -0.180970E-03
DIP    1     13   -0.790493E+00   -0.136917E+01   -0.180971E-03
DIP    1     14   -0.790493E+00   -0.136917E+01   -0.180972E-03
DIP    1     15   -0.790493E+00   -0.136917E+01   -0.180973E-03
DIP    1     16   -0.790493E+00   -0.136917E+01   -0.180973E-03
DIP    1     17   -0.790493E+00   -0.136917E+01   -0.180973E-03
DIP    1     18   -0.790493E+00   -0.136917E+01   -0.180974E-03
DIP    1     19   -0.790493E+00   -0.136917E+01   -0.180975E-03
DIP    1     20   -0.790493E+00   -0.136917E+01   -0.180975E-03
DIP    1     21   -0.790493E+00   -0.136917E+01   -0.180977E-03
DIP    1     22   -0.790493E+00   -0.136917E+01   -0.180978E-03
DIP    1     23   -0.790493E+00   -0.136917E+01   -0.180978E-03
DIP    1     24   -0.790493E+00   -0.136917E+01   -0.180977E-03
DIP    1     25   -0.790493E+00   -0.136917E+01   -0.180976E-03
DIP    1     26   -0.790493E+00   -0.136917E+01   -0.180977E-03
DIP    1     27   -0.790493E+00   -0.136917E+01   -0.180977E-03
DIP    1     28   -0.790493E+00   -0.136917E+01   -0.180977E-03
DIP    1     29   -0.790493E+00   -0.136917E+01   -0.180976E-03
DIP    1     30   -0.790493E+00   -0.136917E+01   -0.180974E-03
DIP    1     31   -0.790493E+00   -0.136917E+01   -0.180973E-03
DIP    1     32   -0.790493E+00   -0.136917E+01   -0.180972E-03
DIP    1     33   -0.790493E+00   -0.136917E+01   -0.180971E-03
DIP    1     34   -0.790493E+00   -0.136917E+01   -0.180971E-03
DIP    1     35   -0.790493E+00   -0.136917E+01   -0.180972E-03
DIP    1     36   -0.790493E+00   -0.136917E+01   -0.180970E-03
DIP    1     37   -0.790493E+00   -0.136917E+01   -0.180965E-03
DIP    1     38   -0.790493E+00   -0.136917E+01   -0.180962E-03
DIP    1     39   -0.790493E+00   -0.136917E+01   -0.180961E-03
DIP    1     40   -0.790493E+00   -0.136917E+01   -0.180961E-03
DIP    1     41   -0.790493E+00   -0.136917E+01   -0.180959E-03
DIP    1     42   -0.790493E+00   -0.136917E+01   -0.180957E-03
DIP    1     43   -0.790493E+00   -0.136917E+01   -0.180956E-03
DIP    1     44   -0.790493E+00   -0.136917E+01   -0.180955E-03
DIP    1     45   -0.790493E+00   -0.136917E+01   -0.180951E-03
DIP    1     46   -0.790493E+00   -0.136917E+01   -0.180948E-03
DIP    1     47   -0.790493E+00   -0.136917E+01   -0.180949E-03
DIP    1     48   -0.790493E+00   -0.136917E+01   -0.180954E-03
DIP    1     49   -0.790493E+00   -0.136917E+01   -0.180954E-03
DIP    1     50   -0.790493E+00   -0.136917E+01   -0.180948E-03
DIP    1     51   -0.790493E+00   -0.136917E+01   -0.180943E-03
DIP    1     52   -0.790493E+00   -0.136917E+01   -0.180945E-03
DIP    1     53   -0.790493E+00   -0.136917E+01   -0.180951E-03
DIP    1     54   -0.790493E+00   -0.136917E+01   -0.180956E-03
DIP    1     55   -0.790493E+00   -0.136917E+01   -0.180956E-03
DIP    1     56   -0.790493E+00   -0.136917E+01   -0.180950E-03
DIP    1     57   -0.790493E+00   -0.136917E+01   -0.180946E-03
DIP    1     58   -0.790493E+00   -0.136917E+01   -0.180946E-03
DIP    1     59   -0.790493E+00   -0.136917E+01   -0.180949E-03
DIP    1     60   -0.790493E+00   -0.136917E+01   -0.180952E-03
DIP    1     61   -0.790493E+00   -0.136917E+01   -0.180951E-03
DIP    1     62   -0.790493E+00   -0.136917E+01   -0.180948E-03
DIP    1     63   -0.790493E+00   -0.136917E+01   -0.180947E-03
DIP    1     64   -0.790493E+00   -0.136917E+01   -0.180950E-03
DIP    1     65   -0.790493E+00   -0.136917E+01   -0.180957E-03
DIP    1     66   -0.790493E+00   -0.136917E+01   -0.180961E-03
DIP    1     67   -0.790493E+00   -0.136917E+01   -0.180959E-03
DIP    1     68   -0.790493E+00   -0.136917E+01   -0.180952E-03
DIP    1     69   -0.790493E+00   -0.136917E+01   -0.180944E-03
DIP    1     70   -0.790493E+00   -0.136917E+01   -0.180943E-03
DIP    1     71   -0.790493E+00   -0.136917E+01   -0.180948E-03
DIP    1     72   -0.790493E+00   -0.136917E+01   -0.180956E-03
DIP    1     73   -0.790493E+00   -0.136917E+01   -0.180959E-03
DIP    1     74   -0.790493E+00   -0.136917E+01   -0.180955E-03
DIP    1     75   -0.790493E+00   -0.136917E+01   -0.180948E-03
DIP    1     76   -0.790493E+00   -0.136917E+01   -0.180944E-03
DIP    1     77   -0.790493E+00   -0.136917E+01   -0.180946E-03
DIP    1     78   -0.790493E+00   -0.136917E+01   -0.180952E-03
DIP    1     79   -0.790493E+00   -0.136917E+01   -0.180958E-03
DIP    1     80   -0.790493E+00   -0.136917E+01   -0.180957E-03
DIP    1     81   -0.790493E+00   -0.136917E+01   -0.180950E-03
DIP    1     82   -0.790493E+00   -0.136917E+01   -0.180944E-03
DIP    1     83   -0.790493E+00   -0.136917E+01   -0.180945E-03
DIP    1     84   -0.790493E+00   -0.136917E+01   -0.180952E-03
DIP    1     85   -0.790493E+00   -0.136917E+01   -0.180961E-03
DIP    1     86   -0.790493E+00   -0.136917E+01   -0.180964E-03
DIP    1     87   -0.790493E+00   -0.136917E+01   -0.180959E-03
DIP    1     88   -0.790493E+00   -0.136917E+01   -0.180951E-03
DIP    1     89   -0.790493E+00   -0.136917E+01   -0.180948E-03
DIP    1     90   -0.790493E+00   -0.136917E+01   -0.180952E-03
DIP    1     91   -0.790493E+00   -0.136917E+01   -0.180961E-03
DIP    1     92   -0.790493E+00   -0.136917E+01   -0.180967E-03
DIP    1     93   -0.790493E+00   -0.136917E+01   -0.180967E-03
DIP    1     94   -0.790493E+00   -0.136917E+01   -0.180961E-03
DIP    1     95   -0.790493E+00   -0.136917E+01   -0.180955E-03
DIP    1     96   -0.790493E+00   -0.136917E+01   -0.180956E-03
DIP    1     97   -0.790493E+00   -0.136917E+01   -0.180965E-03
DIP    1     98   -0.790493E+00   -0.136917E+01   -0.180975E-03
DIP    1     99   -0.790493E+00   -0.136917E+01   -0.180979E-03
DIP    1    100   -0.790493E+00   -0.136917E+01   -0.180977E-03
DIP    1    101   -0.790493E+00   -0.136917E+01   -0.180972E-03
DIP    1    102   -0.790493E+00   -0.136917E+01   -0.180972E-03
DIP    1    103   -0.790493E+00   -0.136917E+01   -0.180979E-03
DIP    1    104   -0.790493E+00   -0.136917E+01   -0.180991E-03
DIP    1    105   -0.790493E+00   -0.136917E+01   -0.180999E-03
DIP    1    106   -0.790493E+00   -0.136917E+01   -0.181000E-03
DIP    1    107   -0.790493E+00   -0.136917E+01   -0.180996E-03
DIP    1    108   -0.790493E+00   -0.136917E+01   -0.180993E-03
DIP    1    109   -0.790493E+00   -0.136917E+01   -0.180995E-03
