0.000000 0.000000
0.006669 -0.000000
0.013338 -0.000001
0.020007 -0.000001
0.026676 -0.000002
0.033344 -0.000004
0.040013 -0.000005
0.046682 -0.000007
0.053351 -0.000009
0.060020 -0.000012
0.066689 -0.000015
0.073358 -0.000019
0.080027 -0.000023
0.086696 -0.000027
0.093364 -0.000032
0.100033 -0.000038
0.106702 -0.000044
0.113371 -0.000050
0.120040 -0.000058
0.126709 -0.000065
0.133378 -0.000074
0.140047 -0.000083
0.146716 -0.000092
0.153384 -0.000102
0.160053 -0.000113
0.166722 -0.000124
0.173391 -0.000136
0.180060 -0.000148
0.186729 -0.000160
0.193398 -0.000173
0.200067 -0.000186
0.206736 -0.000199
0.213404 -0.000212
0.220073 -0.000225
0.226742 -0.000238
0.233411 -0.000252
0.240080 -0.000264
0.246749 -0.000277
0.253418 -0.000289
0.260087 -0.000300
0.266756 -0.000311
0.273424 -0.000321
0.280093 -0.000331
0.286762 -0.000339
0.293431 -0.000347
0.300100 -0.000354
0.306769 -0.000359
0.313438 -0.000364
0.320107 -0.000367
0.326776 -0.000369
0.333444 -0.000370
0.340113 -0.000370
0.346782 -0.000368
0.353451 -0.000365
0.360120 -0.000361
0.366789 -0.000356
0.373458 -0.000350
0.380127 -0.000342
0.386796 -0.000334
0.393464 -0.000325
0.400133 -0.000315
0.406802 -0.000304
0.413471 -0.000293
0.420140 -0.000281
0.426809 -0.000269
0.433478 -0.000257
0.440147 -0.000245
0.446816 -0.000232
0.453484 -0.000220
0.460153 -0.000208
0.466822 -0.000197
0.473491 -0.000186
0.480160 -0.000176
0.486829 -0.000167
0.493498 -0.000159
0.500167 -0.000152
0.506836 -0.000146
0.513505 -0.000141
0.520173 -0.000137
0.526842 -0.000135
0.533511 -0.000134
0.540180 -0.000135
0.546849 -0.000136
0.553518 -0.000140
0.560187 -0.000144
0.566856 -0.000150
0.573525 -0.000158
0.580193 -0.000166
0.586862 -0.000176
0.593531 -0.000186
0.600200 -0.000198
0.606869 -0.000210
0.613538 -0.000223
0.620207 -0.000236
0.626876 -0.000250
0.633545 -0.000264
0.640213 -0.000278
0.646882 -0.000291
0.653551 -0.000305
0.660220 -0.000318
0.666889 -0.000330
0.673558 -0.000341
0.680227 -0.000352
0.686896 -0.000361
0.693565 -0.000369
0.700233 -0.000376
0.706902 -0.000381
0.713571 -0.000385
0.720240 -0.000387
0.726909 -0.000387
0.733578 -0.000386
0.740247 -0.000383
0.746916 -0.000378
